fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,3926
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,3927
6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7,3928
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,3929
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,3930
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6,3931
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,3932
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3933
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,3934
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,3935
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,3936
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,3937
6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,3938
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,3939
6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,5,3940
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7,3941
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,3942
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,3943
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,3944
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,3945
7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,3946
7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5,3947
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,3948
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,3949
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,3950
7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7,3951
6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,3952
6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,3953
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,3954
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,3955
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,3956
7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,3957
4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,6,3958
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,3959
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,3960
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,3961
9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5,3962
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,3963
7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7,3964
6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,3965
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,3966
5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,3967
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,3968
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6,3969
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,3970
7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,3971
7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5,3972
6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5,3973
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7,3974
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,3975
6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5,3976
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5,3977
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,3978
5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,3979
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,3980
5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,5,3981
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,3982
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,3983
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,3984
7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,3985
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,3986
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,3987
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,3988
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,3989
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,3990
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3991
7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,3992
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,3993
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,3994
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,3995
7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,3996
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,3997
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3,3998
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3999
7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7,4000
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4001
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,4002
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5,4003
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,4004
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,4005
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7,4006
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,4007
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,4008
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,4009
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5,4010
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,4011
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,4012
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,4013
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6,4014
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,4015
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,4016
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6,4017
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,4018
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,4019
6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5,4020
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,4021
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,4022
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,4023
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,4024
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5,4025
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4026
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,4027
6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,4028
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,4029
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,4030
6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7,4031
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,4032
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,4033
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,4034
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6,4035
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6,4036
9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4,4037
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,4038
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,4039
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,4040
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,4041
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,4042
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,4043
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5,4044
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,4045
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,4046
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,4047
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,4048
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,4049
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6,4050
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,4051
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,4052
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,4053
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,4054
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,4055
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,4056
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,4057
7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6,4058
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,4059
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,4060
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,4061
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4062
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,4063
8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,4064
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4065
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,4066
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,4067
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,4068
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,4069
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,4070
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,4071
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,4072
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4073
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,4074
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,4075
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,4076
8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,4,4077
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,4078
6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7,4079
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6,4080
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,4081
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,4082
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,4083
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,4084
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,4085
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,4086
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5,4087
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,4088
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,4089
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,4090
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5,4091
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,4092
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,4093
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,4094
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,4095
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,4096
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,4097
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,4098
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,4099
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,4100
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,4101
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,4102
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,4103
6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,5,4104
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,4105
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,4106
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,4107
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,4108
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,4109
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,4110
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,4111
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,4112
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5,4113
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4114
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,4115
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,4116
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,4117
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,4118
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,4119
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,4120
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4121
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4122
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,4123
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,4124
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6,4125
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,4126
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,4127
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6,4128
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,4129
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,4130
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,4131
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4132
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5,4133
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,4134
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,4135
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,4136
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,4137
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,4138
8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,4139
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6,4140
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,4141
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,4142
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,4143
6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,4144
7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,4145
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,4146
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,4147
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,4148
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,4149
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6,4150
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,4151
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,4152
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,4153
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5,4154
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,4155
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,4156
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,4157
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,4158
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5,4159
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4160
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,4161
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,4162
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4163
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,4164
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4165
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,4166
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,4167
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,4168
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,4169
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4170
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,4171
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4172
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,4173
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,4174
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,4175
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4176
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,4177
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,4178
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4179
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4180
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,4181
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,4182
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,4183
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,4184
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,4185
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4186
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,4187
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,4188
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,4189
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,4190
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,4191
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4192
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,4193
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,4194
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,4195
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4196
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,4197
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,4198
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4199
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,4200
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,4201
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,4202
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,4203
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,4204
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,4205
